子类,路径/标识,大小字节,mtime,层①安全,层②无人用,层③无价值,判决,证据摘要
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_rysg64tu.tmp,91314,2026-09-05 12:41:38,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-09-05 12:41:38),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_spj92j_6.tmp,91314,2026-09-05 15:38:10,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-09-05 15:38:10),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_t4z0gd26.tmp,95295,2026-09-11 17:54:34,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-09-11 17:54:34),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_t7z_r1v3.tmp,88813,2026-08-31 07:49:38,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-08-31 07:49:38),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_uab1c8op.tmp,92055,2026-09-07 11:27:13,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-09-07 11:27:13),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_uxxb_ndc.tmp,93500,2026-09-11 00:22:41,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-09-11 00:22:41),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_w2e9d3j0.tmp,93500,2026-09-10 23:47:19,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-09-10 23:47:19),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_wew5m39b.tmp,90493,2026-09-01 16:34:09,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-09-01 16:34:09),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_x7k2s4t7.tmp,88813,2026-08-31 07:36:39,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-08-31 07:36:39),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_xn3cfq7z.tmp,90888,2026-09-04 00:39:11,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-09-04 00:39:11),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_xy6ow_2i.tmp,88398,2026-08-29 01:08:49,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-08-29 01:08:49),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.rule_catalog_registry.yaml_yfjttjhy.tmp,90493,2026-09-01 16:20:11,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 02:53:10>2026-09-01 16:20:11),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/rule_catalog_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_46449hqm.tmp,140673,2026-09-16 13:52:34,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-16 13:52:34),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_4dsm2z0v.tmp,269873,2026-09-17 23:08:56,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-17 23:08:56),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_5_oh6_yx.tmp,140673,2026-09-16 13:48:48,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-16 13:48:48),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_98fjdxpz.tmp,126242,2026-09-16 06:52:28,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-16 06:52:28),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_9g03hudp.tmp,134040,2026-09-16 07:29:40,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-16 07:29:40),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_eghm12sy.tmp,118375,2026-09-16 05:52:35,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-16 05:52:35),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_j67tg_z4.tmp,112269,2026-09-16 02:12:32,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-16 02:12:32),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_plon9hzx.tmp,269907,2026-09-17 23:07:50,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-17 23:07:50),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_pnmvupsq.tmp,131631,2026-09-16 07:23:57,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-16 07:23:57),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_to1eu95b.tmp,269907,2026-09-17 23:08:03,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-17 23:08:03),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_vem616a7.tmp,86897,2026-09-13 01:13:25,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-13 01:13:25),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_waxc2v03.tmp,234810,2026-09-17 03:50:15,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-17 03:50:15),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_xfd2c1rl.tmp,97194,2026-09-14 02:46:24,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-14 02:46:24),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.ruling_registry.yaml_z3vmxauv.tmp,112269,2026-09-16 02:11:48,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-18 03:23:18>2026-09-16 02:11:48),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/ruling_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.trial_ledger_registry.yaml_8btrngu_.tmp,2007,2026-09-15 12:17:47,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-17 16:20:53>2026-09-15 12:17:47),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/trial_ledger_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/.trial_ledger_registry.yaml_ndp6m2x0.tmp,2007,2026-09-15 12:17:49,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,"是-正本更新(2026-09-17 16:20:53>2026-09-15 12:17:49),该次写已被后续成功写取代",可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/trial_ledger_registry.yaml; md5_equal=False
2-CAS-tmp,docs/01_policies_and_standards/_registry/catalogs/_archive/.ai_session_registry.yaml_iqkxmgpu.tmp,6649,2026-09-16 06:46:37,"是-gitignore:*.tmp未追踪,mkstemp CAS随机名无代码引用,目录加载glob(*.yaml)不匹配点前缀",是-全仓无固定名引用(随机名不可引用);特殊写者(metrics.prom/watchdog/crisis_gate)逐一核验只读正本,是-与正本逐字节相同(md5一致),可删,mkstemp CAS; 正本=docs/01_policies_and_standards/_registry/catalogs/_archive/ai_session_registry.yaml; md5_equal=True
3-db-bak,data/integrator_progress.db.bak_20260909b,29282304,2026-09-09 15:59:36,"是-未追踪,无代码/调度消费,引用仅文档与裁定登记",是-引用面=审计/报告/全项目树(机生)/ruling_registry(登记性),"否-与c同尺寸(29,282,304)但md5不同(b=d10f9ee1..,c=1c06a7be..),cmp差14,239字节;基线'纯重复/28,282,304相同'双重失实",保留(基线'纯重复'被字节级复验证伪),md5: b=d10f9ee170a52ad3b1e80b56dfd3a6ae c=1c06a7be9d27d13c0c97e179ed861e79 首份=bf21fe0a54aa41fe4d90195e0758c2d9; sha256在作业簿
3-db-bak,data/integrator_progress.db.bak_20260909c,29282304,2026-09-09 16:13:57,"是-未追踪,无代码/调度消费",是-同上,"否-同上;两者为同日15:59/16:13两个不同快照(集成器页内容有差异),非逐字节重复","保留(同上;三选一退役归入§1.2旧备份类,待Owner按中低风险流程另裁)",md5: b=d10f9ee170a52ad3b1e80b56dfd3a6ae c=1c06a7be9d27d13c0c97e179ed861e79 首份=bf21fe0a54aa41fe4d90195e0758c2d9; sha256在作业簿
3-db-bak,data/integrator_progress.db.bak_20260909,28852224,2026-09-09 02:19:41,-,-,-(范围外对照行),范围外-保持原状,md5: b=d10f9ee170a52ad3b1e80b56dfd3a6ae c=1c06a7be9d27d13c0c97e179ed861e79 首份=bf21fe0a54aa41fe4d90195e0758c2d9; sha256在作业簿
2-CAS-tmp-排除,data/runtime/tmp_protocol_head.md,24391,2026-09-07,-,-,"-(名称含tmp但为task_bound协议文档,非CAS残留)",排除-非残留,"find *tmp* 误匹配;TDMAP-001 回测协议V0文档,勿删"
