draft	line	ctx	term	class	bm_hits
交易决策架构.md	6598	upgrade	D-FACTOR	EXCL_XREF	0
交易决策架构.md	6598	upgrade	D-ML-SERVE	EXCL_XREF	0
交易决策架构.md	6598	upgrade	D-AUTONOMY-CORE	EXCL_XREF	0
交易决策架构.md	6598	upgrade	D-DATA	EXCL_XREF	0
交易决策架构.md	6598	upgrade	D-CROSS-ASSET	EXCL_XREF	0
交易决策架构.md	6598	upgrade	HMM/CUSUM	COVERED	1
交易决策架构.md	6598	upgrade	| L2-C市场状态层	TRIAGE	0
交易决策架构.md	6598	upgrade	+🆕体制转换检测	TRIAGE	0
交易决策架构.md	6600	upgrade	D-FRONTEND	EXCL_XREF	0
交易决策架构.md	6600	upgrade	| L3策略决策层	TRIAGE	0
交易决策架构.md	6600	upgrade	+🆕策略冷启动协议	TRIAGE	0
交易决策架构.md	6601	upgrade	| 🆕卖出决策引擎	TRIAGE	0
交易决策架构.md	6601	upgrade	C-028卖出信号子集	COVERED	1
交易决策架构.md	6601	upgrade	+卖出策略工厂	TRIAGE	0
交易决策架构.md	6601	upgrade	C-006卖出策略子集	COVERED	1
交易决策架构.md	6601	upgrade	+卖出信号融合仲裁+卖出闭环优化	TRIAGE	0
交易决策架构.md	6602	upgrade	| 🆕L3.5仓位管理层	TRIAGE	0
交易决策架构.md	6603	upgrade	D-EX-SOR	EXCL_XREF	0
交易决策架构.md	6603	upgrade	Almgren-Chriss	COVERED	18
交易决策架构.md	6603	upgrade	LVaR	COVERED	5
交易决策架构.md	6603	upgrade	PCA	COVERED	1
交易决策架构.md	6603	upgrade	| L4风控执行层	TRIAGE	0
交易决策架构.md	6603	upgrade	核心职责"拥挤度检测→降权/预警"是风控行为	TRIAGE	0
交易决策架构.md	6603	upgrade	与§1.1架构图L4监控层归属一致	TRIAGE	0
交易决策架构.md	6603	upgrade	+🆕执行算法子层	TRIAGE	0
交易决策架构.md	6603	upgrade	+🆕流动性风险监控	TRIAGE	0
交易决策架构.md	6603	upgrade	+🆕相关性体制监控	TRIAGE	0
交易决策架构.md	6619	upgrade	D-DATA-ENG	EXCL_XREF	0
交易决策架构.md	6619	upgrade	D-INTEGRATION	EXCL_XREF	0
交易决策架构.md	6619	upgrade	D-KNOWLEDGE	EXCL_XREF	0
交易决策架构.md	6619	upgrade	D-SIMULATION	EXCL_XREF	0
交易决策架构.md	6619	upgrade	D-ML-TRAIN	EXCL_XREF	0
交易决策架构.md	6619	upgrade	D-AUTONOMY-PERM	EXCL_XREF	0
交易决策架构.md	6619	upgrade	D-INFRA-OPS	EXCL_XREF	0
交易决策架构.md	6619	upgrade	D-INFRA-RUNTIME	EXCL_XREF	0
交易决策架构.md	6619	upgrade	D-RESEARCH	EXCL_XREF	0
交易决策架构.md	6619	upgrade	D-GOVERNANCE	EXCL_XREF	0
交易决策架构.md	6619	upgrade	D-ALT-DATA	EXCL_XREF	0
交易决策架构.md	6619	upgrade	D-SECURITY	EXCL_XREF	0
交易决策架构.md	6627	heading	B-001	COVERED	1
交易决策架构.md	6627	heading	B-020	COVERED	1
交易决策架构.md	6640	heading	B-007	COVERED	1
交易决策架构.md	6640	heading	B-010	COVERED	1
交易决策架构.md	6649	heading	B-011	COVERED	1
交易决策架构.md	6649	heading	B-013	COVERED	1
交易决策架构.md	6659	heading	B-016	COVERED	1
交易决策架构.md	6667	heading	B-017	COVERED	1
交易决策架构.md	6871	heading	Purged	COVERED	14
交易决策架构.md	6902	heading	Walk	COVERED	47
交易决策架构.md	6991	heading	Survivorship	COVERED	4
交易决策架构.md	6991	heading	Bias	COVERED	9
交易决策架构.md	7387	heading	Resource	COVERED	1
交易决策架构.md	7387	heading	Constraints	COVERED	4
交易决策架构.md	7399	heading	Hardware	TRIAGE	0
交易决策架构.md	7805	heading	Financial	TRIAGE	0
交易决策架构.md	7805	heading	External	COVERED	3
交易决策架构.md	7805	heading	Interface	TRIAGE	0
交易决策架构.md	7829	heading	Rules	TRIAGE	0
交易决策架构.md	7829	heading	Compliance	COVERED	61
交易决策架构.md	7849	heading	Operations	TRIAGE	0
交易决策架构.md	7849	heading	Disaster	TRIAGE	0
交易决策架构.md	7849	heading	Recovery	COVERED	4
交易决策架构.md	7868	heading	AI-Native	TRIAGE	0
交易决策架构.md	7868	heading	Development	TRIAGE	0
交易决策架构.md	7868	heading	Paradigm	COVERED	1
交易决策架构.md	8023	heading	Trader	COVERED	9
交易决策架构.md	8033	heading	Manager	COVERED	55
交易决策架构.md	8045	heading	Researcher	TRIAGE	0
交易决策架构.md	8055	heading	Administrator	TRIAGE	0
交易决策架构.md	8258	upgrade	look-ahead	COVERED	1
交易决策架构.md	8258	upgrade	K-Fold	COVERED	18
交易决策架构.md	8258	upgrade	Walk-Forward	COVERED	37
交易决策架构.md	8258	upgrade	Permutation	COVERED	9
交易决策架构.md	8258	upgrade	日频策略	TRIAGE	0
交易决策架构.md	8258	upgrade	⑦ V1-V5验证层级全部可执行	TRIAGE	0
交易决策架构.md	8258	upgrade	实际覆盖率偏差<5%	COVERED	1
交易决策架构.md	8283	upgrade	假信号导致的不必要清仓	TRIAGE	0
交易决策架构.md	8283	upgrade	VaR降级模式下此条暂不适用	TRIAGE	0
交易决策架构.md	8283	upgrade	见VaR降级模式说明	TRIAGE	0
交易决策架构.md	8283	upgrade	+ 🆕共形VaR覆盖率必须通过Kupiec检验	TRIAGE	0
交易决策架构.md	8283	upgrade	具体值施工阶段校准	TRIAGE	0
交易决策架构.md	8287	upgrade	C-017	COVERED	1
交易决策架构.md	8287	upgrade	| 🆕增强	TRIAGE	0
交易决策架构.md	8335	upgrade	3-5 Agent投票→选最优因子组合→策略生成	TRIAGE	0
交易决策架构.md	8335	upgrade	<1分钟/因子组合	TRIAGE	0
交易决策架构.md	8336	upgrade	因子↔策略双向评估→策略参数联合优化	TRIAGE	0
交易决策架构.md	8381	upgrade	B-008	COVERED	1
交易决策架构.md	8381	upgrade	无相关度>0.85的策略对	TRIAGE	0
交易决策架构.md	8381	upgrade	注：此指标衡量执行层面滑点拟合度	TRIAGE	0
交易决策架构.md	8381	upgrade	⑧ 活跃因子池规模稳定在N\_max-4个左右	TRIAGE	0
交易决策架构.md	8381	upgrade	B-006验证项	COVERED	1
交易决策架构.md	8381	upgrade	B-008验证项	COVERED	1
交易决策架构.md	8381	upgrade	⑪ 🆕v8.2 因子-模型联合优化	TRIAGE	0
交易决策架构.md	8407	upgrade	自适应风控——信号输出需通过风控检查	TRIAGE	0
交易决策架构.md	8407	upgrade	以决定计算哪些策略信号	TRIAGE	0
交易决策架构.md	8407	upgrade	C-027新因子入池后需注册到C-009管线	COVERED	1
交易决策架构.md	8407	upgrade	密度预测输出增强信号参数{方向	TRIAGE	0
交易决策架构.md	8407	upgrade	可选增强依赖**：C-011	TRIAGE	0
交易决策架构.md	8407	upgrade	资金行为分析——主力行为信号输入	TRIAGE	0
交易决策架构.md	8407	upgrade	知识图谱引擎——知识信号输入	TRIAGE	0
交易决策架构.md	8429	upgrade	直接按即时反应引擎的减仓量执行	TRIAGE	0
交易决策架构.md	8524	upgrade	| 🆕增强 | §29.6 GNN股票关系建模	TRIAGE	0
交易决策架构.md	8524	upgrade	利用知识图谱做反事实推演→因果发现	TRIAGE	0
交易决策架构.md	8570	heading	C-023	COVERED	1
交易决策架构.md	8581	heading	C-024	COVERED	1
交易决策架构.md	8593	heading	C-025	COVERED	1
交易决策架构.md	8620	upgrade	Sharpe	COVERED	22
交易决策架构.md	8620	upgrade	IC/ICIR	TRIAGE	0
交易决策架构.md	8620	upgrade	策略工厂	COVERED	20
交易决策架构.md	8620	upgrade	但验证标准不同：**策略看PnL	TRIAGE	0
交易决策架构.md	8620	upgrade	因子看IC	TRIAGE	0
交易决策架构.md	8620	upgrade	IC/ICIR/换手率/覆盖率	TRIAGE	0
交易决策架构.md	8620	upgrade	<1分钟/因子	TRIAGE	0
交易决策架构.md	8620	upgrade	作为因子发现的新方式。 |	TRIAGE	0
交易决策架构.md	8634	upgrade	理解因子含义	TRIAGE	0
交易决策架构.md	8703	upgrade	OCP-002	COVERED	1
交易决策架构.md	8703	upgrade	策略回答"我该怎么办	TRIAGE	0
交易决策架构.md	8703	upgrade	被策略引用	TRIAGE	0
交易决策架构.md	8703	upgrade	C-028负责在信号代码生成阶段	COVERED	1
交易决策架构.md	8703	upgrade	为密度预测增强信号预留分布参数输出接口。 |	TRIAGE	0
交易决策架构.md	8774	upgrade	CUDA	COVERED	1
交易决策架构.md	8774	upgrade	AUC	COVERED	5
交易决策架构.md	8774	upgrade	闲置检测阈值为≥30%	TRIAGE	0
交易决策架构.md	8774	upgrade	闲置检测阈值同为≥30%	TRIAGE	0
交易决策架构.md	8774	upgrade	盘前因子全量计算时段期望≥40%	TRIAGE	0
交易决策架构.md	8774	upgrade	闲置检测阈值同为≥40%。GPU计算核心利用率	TRIAGE	0
交易决策架构.md	8774	upgrade	盘前因子全量计算时段≥60%	TRIAGE	0
交易决策架构.md	8774	upgrade	显存利用率的"下限"均为闲置检测线	TRIAGE	0
交易决策架构.md	8774	upgrade	不触发任何阻断动作。③ 模型推理延迟<100ms	TRIAGE	0
交易决策架构.md	8774	upgrade	见下方模型风险管理子能力	TRIAGE	0
交易决策架构.md	8774	upgrade	作为密度预测CRPS下限基准验证	TRIAGE	0
交易决策架构.md	8776	upgrade	自动回测——模型验证平台	TRIAGE	0
交易决策架构.md	8777	upgrade	PatchTST	COVERED	2
交易决策架构.md	8777	upgrade	Kronos-mini/base	COVERED	4
交易决策架构.md	8777	upgrade	与量化信号融合	TRIAGE	0
交易决策架构.md	8777	upgrade	+ 模型注册与实验管理	TRIAGE	0
交易决策架构.md	8777	upgrade	+ 时序数据增强	TRIAGE	0
交易决策架构.md	8777	upgrade	+ Transformer时序模型	COVERED	1
交易决策架构.md	8777	upgrade	4.1M/24M参数零样本预测	EXCL_XREF	0
交易决策架构.md	8777	upgrade	可作为密度预测基线/特征提取器	TRIAGE	0
交易决策架构.md	8795	upgrade	系统必须能回答"为什么"——回溯到具体的因子值	TRIAGE	0
交易决策架构.md	8795	upgrade	信号权重	COVERED	14
交易决策架构.md	8795	upgrade	密度预测参数	TRIAGE	0
交易决策架构.md	8795	upgrade	因子A贡献度30%→信号B权重0.4→🆕密度预测	TRIAGE	0
交易决策架构.md	8795	upgrade	②异常决策自检——当某个因子的贡献度异常高	TRIAGE	0
交易决策架构.md	8795	upgrade	🆕分布参数偏离历史均值>3σ→触发密度模型自检	TRIAGE	0
交易决策架构.md	8808	upgrade	B-015	COVERED	1
交易决策架构.md	8808	upgrade	条件PDF偏度与信号方向相反→置信度下调15%	TRIAGE	0
交易决策架构.md	8808	upgrade	条件PDF偏度与信号方向一致→置信度上调5%	TRIAGE	0
交易决策架构.md	8808	upgrade	豁免规则：新策略上线	TRIAGE	0
交易决策架构.md	8808	upgrade	不适用置信度分层	TRIAGE	0
交易决策架构.md	8808	upgrade	②信任度模型——AI根据人类历史审批行为	TRIAGE	0
交易决策架构.md	8808	upgrade	③否决学习——人类否决AI决策后	TRIAGE	0
交易决策架构.md	8928	upgrade	| 能力描述 | 监控因子/策略的市场整体使用度	TRIAGE	0
交易决策架构.md	8928	upgrade	C-007维度⑪策略相关性去重防"自己和自己重复	COVERED	1
交易决策架构.md	8928	upgrade	推断市场整体对同一因子的暴露程度	TRIAGE	0
交易决策架构.md	8928	upgrade	④🆕v8.2策略逻辑相似度	TRIAGE	0
交易决策架构.md	8928	upgrade	超越因子暴露相似度的表层比较	COVERED	1
交易决策架构.md	8928	upgrade	深入策略代码逻辑判断"不同策略是否实质等价	TRIAGE	0
交易决策架构.md	8928	upgrade	如两策略因子不同但交易逻辑同构→仍判定为拥挤	COVERED	1
交易决策架构.md	8928	upgrade	⑥🆕v8.2拥挤度悖论防护	TRIAGE	0
交易决策架构.md	8928	upgrade	行业研报因子推荐频率	COVERED	1
交易决策架构.md	8930	upgrade	MACD	COVERED	17
交易决策架构.md	8930	upgrade	策略A用RSI+MACD	TRIAGE	0
交易决策架构.md	8930	upgrade	策略B用KDJ+布林带	TRIAGE	0
交易决策架构.md	8930	upgrade	但C-045④策略逻辑相似度分析发现交易逻辑同构	TRIAGE	0
交易决策架构.md	8946	heading	Transaction	TRIAGE	0
交易决策架构.md	8946	heading	Cost	COVERED	4
交易决策架构.md	9000	heading	C-018	COVERED	1
交易决策架构.md	9011	heading	C-019	COVERED	1
交易决策架构.md	9023	heading	C-020	COVERED	1
交易决策架构.md	9280	heading	Healthy	TRIAGE	0
交易决策架构.md	9294	heading	Excellent	TRIAGE	0
交易决策架构.md	9348	upgrade	🆕投票优先多Agent架构	TRIAGE	0
交易决策架构.md	9524	upgrade	分时因子	COVERED	3
交易决策架构.md	9524	upgrade	庄家信号	COVERED	1
交易决策架构.md	9524	upgrade	置信度分层	COVERED	16
交易决策架构.md	9524	upgrade	因子数据	COVERED	2
交易决策架构.md	9524	upgrade	非C-009消费C-014预测信号。④C-027	TRIAGE	0
交易决策架构.md	9524	upgrade	因子工厂	COVERED	12
交易决策架构.md	9524	upgrade	信号工厂	COVERED	15
交易决策架构.md	9524	upgrade	AI协作策略	TRIAGE	0
交易决策架构.md	9524	upgrade	策略容量参数	TRIAGE	0
交易决策架构.md	9524	upgrade	个股信号强度	TRIAGE	0
交易决策架构.md	9524	upgrade	C-045拥挤度检测深度增强	COVERED	1
交易决策架构.md	9524	upgrade	投票优先多Agent架构	COVERED	2
交易决策架构.md	9524	upgrade	投票<100行代码	COVERED	1
交易决策架构.md	9530	upgrade	v8.0MTF	TRIAGE	0
交易决策架构.md	9530	upgrade	v8.0DO	TRIAGE	0
交易决策架构.md	9530	upgrade	因子+信号	TRIAGE	0
交易决策架构.md	9530	upgrade	四轨融合	COVERED	37
交易决策架构.md	9530	upgrade	方括号内为P1可选增强	TRIAGE	0
交易决策架构.md	9582	upgrade	未覆盖全量46个列	TRIAGE	0
交易决策架构.md	9600	upgrade	ML模型工厂	COVERED	4
交易决策架构.md	9613	upgrade	因子/策略拥挤度深度检测	TRIAGE	0
交易决策架构.md	9613	upgrade	AI自治进化——自动寻找替代因子/策略	TRIAGE	0
交易决策架构.md	9613	upgrade	+五种去杠杆原型匹配+拥挤度悖论防护	COVERED	1
交易决策架构.md	9675	upgrade	| C-045 因子/策略拥挤度深度检测	TRIAGE	0
交易决策架构.md	9818	upgrade	PnL	COVERED	93
交易决策架构.md	9818	upgrade	PnL/归因/龙虎榜	TRIAGE	0
交易决策架构.md	9835	upgrade	TSFM	COVERED	7
交易决策架构.md	9978	heading	Registry	COVERED	34
交易决策架构.md	9978	heading	Experiment	COVERED	22
交易决策架构.md	10168	upgrade	Informer/PatchTST/TimesNet	TRIAGE	0
交易决策架构.md	10168	upgrade	新股/新因子	TRIAGE	0
交易决策架构.md	10168	upgrade	Mamba=长序列线性推理	TRIAGE	0
交易决策架构.md	10177	heading	Signature	COVERED	1
交易决策架构.md	10177	heading	Methods	TRIAGE	0
交易决策架构.md	10177	heading	Rough	TRIAGE	0
交易决策架构.md	10177	heading	Path	COVERED	4
交易决策架构.md	10177	heading	Theory	TRIAGE	0
交易决策架构.md	10272	upgrade	Conformal	COVERED	9
交易决策架构.md	10517	heading	Automated	TRIAGE	0
交易决策架构.md	10849	heading	Series	TRIAGE	0
交易决策架构.md	10849	heading	Augmentation	TRIAGE	0
交易决策架构.md	11027	upgrade	SSM	COVERED	6
交易决策架构.md	11027	upgrade	Attention	TRIAGE	0
交易决策架构.md	11027	upgrade	②Mamba/SSM=长序列线性推理	TRIAGE	0
交易决策架构.md	11027	upgrade	因子间关系建模	TRIAGE	0
交易决策架构.md	11242	heading	TCP/DDCI/CP	TRIAGE	0
交易决策架构.md	11406	heading	GBM-Diffusion/InterDiff	TRIAGE	0
交易决策架构.md	11557	heading	KAN	COVERED	1
交易决策架构.md	11557	heading	Kolmogorov	TRIAGE	0
交易决策架构.md	11925	heading	LangGraph	TRIAGE	0
交易决策架构.md	11998	heading	FinRL	TRIAGE	0
交易决策架构.md	12800	heading	XS-EXT	COVERED	1
交易决策架构.md	12895	heading	DATA	COVERED	287
风险架构.md	82	box	D-DATA	EXCL_XREF	0
风险架构.md	82	box	D-DATA-ENG	EXCL_XREF	0
风险架构.md	84	box	BCBS	TRIAGE	0
风险架构.md	88	box	D-RISK	EXCL_XREF	0
风险架构.md	92	box	VaR/CVaR/ES	COVERED	2
风险架构.md	92	box	LVaR	COVERED	5
风险架构.md	92	box	ASI	COVERED	7
风险架构.md	92	box	AST	COVERED	32
风险架构.md	92	box	MCP	COVERED	8
风险架构.md	93	box	Amihud/Kyle	COVERED	2
风险架构.md	94	box	CUSUM	COVERED	16
风险架构.md	94	box	ADWIN	COVERED	3
风险架构.md	94	box	ASI01-10	COVERED	1
风险架构.md	95	box	AST01-10	COVERED	1
风险架构.md	96	box	MCP01-10	COVERED	1
风险架构.md	103	box	PD/LGD/EAD	TRIAGE	0
风险架构.md	103	box	Merton	TRIAGE	0
风险架构.md	104	box	CVA/DVA	TRIAGE	0
风险架构.md	104	box	IFRS	TRIAGE	0
风险架构.md	104	box	ECL	TRIAGE	0
风险架构.md	114	box	D-EX-CORE	EXCL_XREF	0
风险架构.md	114	box	D-PF-CORE	EXCL_XREF	0
风险架构.md	118	box	Kill	COVERED	135
风险架构.md	118	box	Switch	COVERED	136
风险架构.md	119	box	VR-001	COVERED	1
风险架构.md	119	box	VR-013	COVERED	1
风险架构.md	119	box	VR-002a/002b	COVERED	1
风险架构.md	120	box	stop	COVERED	53
风险架构.md	120	box	hard	COVERED	47
风险架构.md	120	box	Millennium	TRIAGE	0
风险架构.md	138	box	D-AUTONOMY-CORE	EXCL_XREF	0
风险架构.md	138	box	D-SECURITY	EXCL_XREF	0
风险架构.md	141	box	Agent	COVERED	150
风险架构.md	143	box	ARS	COVERED	8
风险架构.md	145	box	Fee	COVERED	47
风险架构.md	145	box	Principal	TRIAGE	0
风险架构.md	146	box	FCFT	COVERED	1
风险架构.md	150	box	ARA	COVERED	36
风险架构.md	150	box	Named	TRIAGE	0
风险架构.md	151	box	Accountability	TRIAGE	0
风险架构.md	154	box	Trader	COVERED	9
风险架构.md	160	box	D-SIMULATION	EXCL_XREF	0
风险架构.md	160	box	D-CROSS-ASSET	EXCL_XREF	0
风险架构.md	165	box	BS-001	COVERED	1
风险架构.md	178	box	ESRB	TRIAGE	0
风险架构.md	186	box	Basel/SR26-2	TRIAGE	0
风险架构.md	186	box	HC-RISK-01	COVERED	1
风险架构.md	188	box	Act/NIST	TRIAGE	0
风险架构.md	189	box	OWASP	COVERED	7
风险架构.md	190	box	ARS/ARA/AFMM	TRIAGE	0
风险架构.md	191	box	IMDA/CSA/CISA	TRIAGE	0
风险架构.md	192	box	Treasury/FSB	TRIAGE	0
风险架构.md	193	box	ISO	COVERED	17
风险架构.md	204	box	Risk	COVERED	339
风险架构.md	204	box	Resolution	TRIAGE	0
风险架构.md	204	box	Flow	COVERED	261
风险架构.md	245	box	RWC/SA-BCP	TRIAGE	0
风险架构.md	269	box	Citadel	COVERED	4
风险架构.md	270	box	Soft	COVERED	5
风险架构.md	270	box	Stop	COVERED	53
风险架构.md	271	box	Hard	COVERED	47
风险架构.md	273	box	OPEN	COVERED	27
风险架构.md	273	box	CLOSED	COVERED	64
风险架构.md	301	box	Track	COVERED	78
风险架构.md	355	heading	Systemic	COVERED	12
风险架构.md	355	heading	Tiered	COVERED	5
风险架构.md	355	heading	Alert	COVERED	23
风险架构.md	355	heading	Tail	COVERED	9
风险架构.md	355	heading	Management	COVERED	61
风险架构.md	355	heading	Model	COVERED	131
风险架构.md	494	heading	Post-Entry	COVERED	1
风险架构.md	494	heading	Instant	COVERED	1
风险架构.md	494	heading	Validation	COVERED	91
风险架构.md	494	heading	Quick	COVERED	1
风险架构.md	494	heading	Correction	COVERED	5
风险架构.md	840	heading	ATR	COVERED	50
风险架构.md	840	heading	Dynamic	COVERED	2
风险架构.md	840	heading	Stop-Loss	COVERED	26
风险架构.md	840	heading	Bayesian	COVERED	3
风险架构.md	840	heading	Optimization	COVERED	37
风险架构.md	1077	heading	Information	COVERED	8
风险架构.md	1077	heading	Asymmetry	COVERED	1
风险架构.md	1077	heading	Period	COVERED	12
风险架构.md	1077	heading	Manipulation	COVERED	1
风险架构.md	1077	heading	Detection	COVERED	63
风险架构.md	1225	heading	Performance	COVERED	20
风险架构.md	1225	heading	Attribution	COVERED	23
风险架构.md	1225	heading	Strategy	COVERED	81
风险架构.md	1225	heading	Degradation	COVERED	10
风险架构.md	1538	heading	Bounded	COVERED	2
风险架构.md	1538	heading	Autonomy	COVERED	18
风险架构.md	1568	heading	Guarantee	TRIAGE	0
风险架构.md	1568	heading	Gap	COVERED	20
风险架构.md	1580	heading	Governance	COVERED	20
风险架构.md	1580	heading	Drift	COVERED	17
数据架构.md	52	box	miniQMT	COVERED	45
数据架构.md	52	box	iFind	COVERED	19
数据架构.md	52	box	AkShare	COVERED	2
数据架构.md	52	box	BaoStock	COVERED	1
数据架构.md	57	box	tushare	COVERED	9
数据架构.md	58	box	Whisper	COVERED	2
数据架构.md	58	box	ChromaDB	COVERED	6
数据架构.md	66	box	CTR-001	COVERED	5
数据架构.md	66	box	NormalizedMarketData	COVERED	5
数据架构.md	71	box	D-FACTOR	EXCL_XREF	0
数据架构.md	71	box	Engine	COVERED	257
数据架构.md	73	upgrade	YAML	COVERED	12
数据架构.md	73	upgrade	DSL	COVERED	8
数据架构.md	73	upgrade	🆕声明式因子定义	TRIAGE	0
数据架构.md	74	upgrade	滑动窗口类因子避免全量重算	COVERED	1
数据架构.md	75	upgrade	🆕一致性引擎 consistency_check	TRIAGE	0
数据架构.md	75	upgrade	日终离线/在线偏差检测	COVERED	1
数据架构.md	83	upgrade	多策略投票结果	TRIAGE	0
数据架构.md	84	upgrade	密度预测PDF	COVERED	4
数据架构.md	91	box	Causal	COVERED	25
数据架构.md	92	upgrade	Graph	COVERED	642
数据架构.md	92	upgrade	Neo4j/NetworkX	TRIAGE	0
数据架构.md	101	box	Feature	COVERED	25
数据架构.md	101	box	Store	COVERED	15
数据架构.md	101	box	Event	COVERED	38
数据架构.md	105	box	Hot	COVERED	18
数据架构.md	105	box	Redis	EXCL_GENERIC	0
数据架构.md	105	box	Warm	COVERED	1
数据架构.md	105	box	DuckDB	COVERED	9
数据架构.md	105	box	Parquet	EXCL_GENERIC	0
数据架构.md	105	box	Cold	COVERED	1
数据架构.md	105	box	SSD	EXCL_GENERIC	0
数据架构.md	108	box	zalpha	TRIAGE	0
数据架构.md	108	box	archive	COVERED	3
数据架构.md	109	upgrade	data	COVERED	287
数据架构.md	109	upgrade	HSTR	TRIAGE	0
数据架构.md	109	upgrade	Snapshot	COVERED	9
数据架构.md	109	upgrade	Delta	TRIAGE	0
数据架构.md	109	upgrade	交易信号	TRIAGE	0
数据架构.md	111	box	Comfort	TRIAGE	0
数据架构.md	111	box	Zone	TRIAGE	0
数据架构.md	117	box	HSET	TRIAGE	0
数据架构.md	118	box	Registry	COVERED	34
数据架构.md	119	upgrade	Schema	COVERED	5
数据架构.md	119	upgrade	🆕声明式定义+一致性引擎	TRIAGE	0
数据架构.md	129	box	ISO	COVERED	17
数据架构.md	129	box	BCBS	TRIAGE	0
数据架构.md	130	upgrade	Data	COVERED	287
数据架构.md	130	upgrade	Freshness/Volume/Schema/Distribution	TRIAGE	0
数据架构.md	131	upgrade	Lineage	COVERED	6
数据架构.md	131	upgrade	Isolation	COVERED	8
数据架构.md	131	upgrade	Forest	COVERED	9
数据架构.md	131	upgrade	+ 🆕AI驱动异常检测	TRIAGE	0
数据架构.md	132	upgrade	Contract	COVERED	6
数据架构.md	132	upgrade	AUM	EXCL_GENERIC	0
数据架构.md	136	box	Reactive	TRIAGE	0
数据架构.md	136	box	Governed	TRIAGE	0
数据架构.md	137	upgrade	SQL	COVERED	10
数据架构.md	137	upgrade	feature	COVERED	25
数据架构.md	137	upgrade	model	COVERED	131
数据架构.md	137	upgrade	prediction	COVERED	26
数据架构.md	137	upgrade	action	COVERED	26
数据架构.md	141	box	RBAC	COVERED	1
数据架构.md	141	box	AES-256-GCM	TRIAGE	0
数据架构.md	146	box	JOIN	COVERED	30
数据架构.md	148	upgrade	CI/CD	TRIAGE	0
数据架构.md	155	box	Workable	TRIAGE	0
数据架构.md	155	box	Pushing	TRIAGE	0
数据架构.md	155	box	Batch-Only	TRIAGE	0
数据架构.md	159	box	ClickHouse	EXCL_GENERIC	0
数据架构.md	159	box	Iceberg	COVERED	3
数据架构.md	159	box	Lakehouse	COVERED	1
数据架构.md	169	box	Unified	COVERED	3
数据架构.md	169	box	Flow	COVERED	261
数据架构.md	185	box	source	COVERED	13
数据架构.md	185	box	CTR	COVERED	94
数据架构.md	199	box	Survival	COVERED	18
数据架构.md	199	box	Analysis	COVERED	29
数据架构.md	213	box	LLM	EXCL_GENERIC	0
数据架构.md	213	box	GNN	COVERED	5
数据架构.md	228	upgrade	交易信号/风控	TRIAGE	0
数据架构.md	229	box	TTL	COVERED	193
数据架构.md	240	upgrade	SQLite	COVERED	9
数据架构.md	240	upgrade	Reg	COVERED	73
数据架构.md	252	box	GET	COVERED	36
数据架构.md	256	upgrade	Embedding	COVERED	1
数据架构.md	272	upgrade	Observability	TRIAGE	0
数据架构.md	272	upgrade	Freshness	TRIAGE	0
数据架构.md	272	upgrade	Volume	COVERED	5
数据架构.md	272	upgrade	Distribution	COVERED	27
数据架构.md	277	upgrade	Quality	COVERED	19
数据架构.md	277	upgrade	Gate	COVERED	45
数据架构.md	278	upgrade	yaml	COVERED	12
数据架构.md	283	box	Detect	COVERED	92
数据架构.md	283	box	Alert	COVERED	23
数据架构.md	283	box	Degrade	TRIAGE	0
数据架构.md	283	box	Repair	TRIAGE	0
数据架构.md	283	box	Verify	COVERED	3
数据架构.md	291	box	OpenLineage	COVERED	1
数据架构.md	292	box	Passive	TRIAGE	0
数据架构.md	292	box	Active	COVERED	26
数据架构.md	298	upgrade	🆕联邦学习门禁	COVERED	3
数据架构.md	303	box	TSDB	COVERED	1
数据架构.md	423	heading	Intraday	COVERED	18
数据架构.md	423	heading	Structure	COVERED	4
数据架构.md	423	heading	Order	COVERED	89
数据架构.md	423	heading	Model	COVERED	131
数据架构.md	660	heading	Opening	COVERED	1
数据架构.md	660	heading	Auction	COVERED	5
数据架构.md	660	heading	Microstructure	COVERED	2
数据架构.md	815	heading	Technical	COVERED	9
数据架构.md	815	heading	Pattern	COVERED	13
数据架构.md	815	heading	Recognition	COVERED	4
数据架构.md	1318	heading	Completeness	COVERED	1
数据架构.md	1340	heading	Accuracy	COVERED	2
数据架构.md	1362	heading	Consistency	COVERED	1
数据架构.md	1383	heading	Timeliness	COVERED	1
数据架构.md	1405	heading	Availability	COVERED	1
数据架构.md	2026	heading	Offline	COVERED	2
数据架构.md	2116	heading	Online	COVERED	2
数据架构.md	2206	heading	Metadata	COVERED	9
数据架构.md	2260	heading	Status	COVERED	347
数据架构.md	2272	heading	Version	COVERED	33
数据架构.md	2272	heading	History	COVERED	1
数据架构.md	2765	heading	TickEvent	COVERED	2
数据架构.md	2774	heading	SignalEvent	COVERED	2
数据架构.md	2783	heading	DecisionEvent	COVERED	2
数据架构.md	2792	heading	ExecutionEvent	COVERED	1
数据架构.md	2801	heading	RiskEvent	COVERED	1
数据架构.md	2810	heading	SystemEvent	COVERED	1
数据架构.md	2988	heading	Command	TRIAGE	0
数据架构.md	2988	heading	Side	COVERED	1
数据架构.md	3008	heading	Query	TRIAGE	0
数据架构.md	3335	heading	Point-in	COVERED	7
数据架构.md	3660	heading	ADR	COVERED	2
数据架构.md	4048	heading	D-DATA	EXCL_XREF	0
